,mean,MCSE,q10,q50,q90,ESS,Rhat
"loglike[1,1145]",2.608890002,0.053829225,2.508740711,2.607562747,2.717179866,13669.62678,1.000250391
"loglike[1,1146]",1.965330455,0.065603354,1.816889861,1.971928263,2.075672098,18463.05197,1.000333909
"loglike[1,1147]",2.53585647,0.046806418,2.447230427,2.534424502,2.630681224,15344.97771,1.000301557
"loglike[1,1148]",2.721767393,0.067903699,2.598584304,2.719015408,2.859734835,12206.96541,1.000145194
"loglike[1,1149]",1.76171848,0.103788317,1.516816548,1.776893087,1.922581284,12929.58727,0.999895473
"loglike[1,1150]",1.586028105,0.11264654,1.328042653,1.600901272,1.765881295,14996.44349,1.000273234
"loglike[1,1151]",2.747781019,0.072794512,2.616756409,2.744534316,2.897836478,11796.28989,1.000079753
"loglike[1,1152]",2.20398953,0.048589877,2.09597697,2.207634626,2.290262957,18018.72472,1.000016306
"loglike[1,1153]",2.07570616,0.06206086,1.931401054,2.082895616,2.177490746,15287.59136,0.999928404
"loglike[1,1154]",2.500696518,0.050621324,2.407627928,2.498715727,2.605339144,13125.39393,1.000002995
"loglike[1,1155]",2.312753916,0.041385762,2.228365848,2.313613013,2.392493816,20767.43605,1.00016379
"loglike[1,1156]",2.638014801,0.057105147,2.532314502,2.636712441,2.753229343,13196.98895,1.000225858
"loglike[1,1157]",2.680410341,0.062297316,2.566344935,2.678450886,2.805974918,12646.2533,1.000187721
"loglike[1,1158]",1.905234479,0.083877549,1.707158422,1.91695038,2.036785159,13592.21726,0.999896713
"loglike[1,1159]",2.663316901,0.065056445,2.544924741,2.659712012,2.797340843,11820.87073,1.000016352
"loglike[1,1160]",2.608686651,0.053807221,2.508593815,2.607376761,2.716930182,13673.25753,1.000250557
"loglike[1,1161]",2.587990601,0.051634241,2.491417123,2.586854221,2.692264615,14069.91881,1.000266948
"loglike[1,1162]",1.993254443,0.072255047,1.823913248,2.002549219,2.108757678,14281.44427,0.999906152
"loglike[1,1163]",1.82315017,0.095156836,1.598738084,1.836929802,1.971323426,13164.06648,0.999894715
"loglike[1,1164]",1.997313393,0.071734859,1.82922965,2.006408244,2.112058514,14321.28333,0.999906871
"loglike[1,1165]",2.45124578,0.041451015,2.3726457,2.450228754,2.535247535,18288.99244,1.000314882
"loglike[1,1166]",-0.875451339,0.464612154,-1.92423593,-0.818690253,-0.134692426,12542.59406,1.00014691
"loglike[1,1167]",2.722868554,0.070882517,2.595088104,2.719142053,2.869198928,11723.4341,1.000046826
"loglike[1,1168]",2.613709532,0.060243522,2.503787432,2.610438148,2.738448997,12032.76067,1.000002468
"loglike[1,1169]",1.971558279,0.07506199,1.79512133,1.981500425,2.090795227,14082.19009,0.999902808
"loglike[1,1170]",1.846774455,0.079235671,1.666376251,1.856270843,1.975926786,16907.08341,1.000317249
"loglike[1,1171]",2.747437462,0.072078806,2.617368112,2.74414946,2.895504184,11901.86346,1.000102085
"loglike[1,1172]",-1.23990126,0.517760702,-2.407557075,-1.178376667,-0.414754611,12477.46601,1.000141205
"loglike[1,1173]",2.739526866,0.070616954,2.611993484,2.73626509,2.884358585,12016.81884,1.000120585
"loglike[1,1174]",2.745432726,0.072722518,2.614501494,2.742127067,2.895653331,11772.52721,1.000073075
"loglike[1,1175]",0.450647422,0.298282403,-0.236697516,0.494077972,0.918417718,11823.35777,0.999945345
"loglike[1,1176]",1.287253898,0.153481285,0.934796561,1.306808532,1.532052398,14005.15466,1.00023601
"loglike[1,1177]",2.425875917,0.040578466,2.348851601,2.424908915,2.507896409,19239.91697,1.000302696
"loglike[1,1178]",2.73585649,0.070023583,2.609540898,2.73266061,2.879427965,12058.99425,1.000126553
"loglike[1,1179]",2.58846567,0.051682605,2.491776687,2.587317517,2.692817731,14060.18232,1.000266584
"loglike[1,1180]",-4.078021025,0.933491029,-6.17432405,-3.968326073,-2.586032943,12223.86466,1.000116179
"loglike[1,1181]",2.264759533,0.043917171,2.171315949,2.266824054,2.346349446,19733.2045,1.00009178
"loglike[1,1182]",2.641550241,0.062919705,2.527029147,2.638052091,2.771592989,11898.87397,1.000009304
"loglike[1,1183]",2.576478461,0.056814418,2.471801344,2.573917145,2.693762298,12281.80253,0.999997167
"loglike[1,1184]",2.694094292,0.0640833,2.577040601,2.691964004,2.823383814,12493.94423,1.000174588
"loglike[1,1185]",1.731878442,0.108025935,1.476676858,1.747882431,1.899171062,12834.90969,0.999896262
"loglike[1,1186]",2.745413534,0.072721575,2.614475393,2.74210862,2.895625608,11772.3872,1.000073032
"loglike[1,1187]",2.519280331,0.045492015,2.433258616,2.517692945,2.611513276,15843.30299,1.000309427
"loglike[1,1188]",2.095340516,0.059772961,1.956639542,2.102210326,2.19438491,15601.10199,0.999936739
"loglike[1,1189]",1.129579645,0.196485763,0.669764281,1.158366515,1.433632448,12033.92263,0.999923251
"loglike[1,1190]",2.719565871,0.070573066,2.592304798,2.715839264,2.865466886,11723.36904,1.00004438
"loglike[1,1191]",2.59449462,0.052302677,2.496900744,2.593254701,2.699819876,13939.27684,1.000261911
"loglike[1,1192]",2.515000019,0.045171825,2.429538958,2.513517593,2.606417443,15979.43548,1.000311125
"loglike[1,1193]",2.381890173,0.044231169,2.299587698,2.380370308,2.473449583,15849.11268,1.000075402
"loglike[1,1194]",2.616773167,0.060533999,2.506270465,2.613518085,2.7418016,12016.00732,1.000003103
"loglike[1,1195]",2.741691048,0.072491724,2.611275699,2.738216404,2.891288786,11752.44191,1.000066243
"loglike[1,1196]",2.346083945,0.040353117,2.266416987,2.346145752,2.425458141,20970.86699,1.000214259
"loglike[1,1197]",0.378617467,0.282717526,-0.262369081,0.41292568,0.828180991,12964.51237,1.000179006
"loglike[1,1198]",2.714446008,0.066859677,2.592803025,2.711928171,2.850118046,12281.50333,1.000153544
"loglike[1,1199]",2.748823461,0.072463872,2.61803555,2.745585043,2.897706199,11862.58633,1.000094664
"loglike[1,1200]",2.723627864,0.068174029,2.600109008,2.7207845,2.862076511,12187.96526,1.000142967
"loglike[1,1201]",2.624139281,0.061236788,2.512428849,2.620811774,2.750663945,11977.83576,1.000004749
"loglike[1,1202]",2.731105463,0.069286959,2.60610136,2.728110734,2.872694857,12110.41566,1.000133394
"loglike[1,1203]",2.491506282,0.043563928,2.409150407,2.490195761,2.579709037,16777.75302,1.000317577
"loglike[1,1204]",1.912518566,0.082894373,1.716587532,1.924040701,2.042486462,13638.60319,0.999897139
"loglike[1,1205]",2.690647281,0.067761386,2.567763692,2.687054557,2.829870309,11753.68533,1.000027683
"loglike[1,1206]",2.747884918,0.072794225,2.616853688,2.744626356,2.897951759,11797.87194,1.000080162
"loglike[1,1207]",0.700335962,0.26076011,0.096689881,0.738290769,1.107671423,11874.49725,0.999938436
"loglike[1,1208]",-5.02633207,1.122509473,-7.584789903,-4.881679506,-3.237717258,11673.93538,0.999996253
"loglike[1,1209]",1.50552189,0.140803683,1.173774081,1.526062189,1.723868222,12367.35548,0.999905989
"loglike[1,1210]",2.745994114,0.07177097,2.61665117,2.742704855,2.893441457,11928.70095,1.00010677
"loglike[1,1211]",2.488782611,0.04977199,2.397079305,2.486941054,2.591832953,13311.32093,1.000006426
"loglike[1,1212]",2.388753159,0.039990875,2.311816058,2.388352123,2.468997106,20386.26543,1.000269849
"loglike[1,1213]",1.836418474,0.093311644,1.616440586,1.849976858,1.98204289,13223.1266,0.999894756
"loglike[1,1214]",2.729340935,0.071474075,2.600218095,2.725710951,2.876740105,11726.68769,1.000052179
"loglike[1,1215]",0.6838589,0.263234191,0.074035204,0.722213571,1.095217044,11870.47579,0.999938929
"loglike[1,1216]",2.572789263,0.056486193,2.468840796,2.570243131,2.689451977,12311.50084,0.999996899
"loglike[1,1217]",2.396577768,0.044738844,2.31321962,2.394890182,2.489346232,15402.7459,1.000061804
"loglike[1,1218]",0.117932655,0.320343637,-0.60469107,0.156432897,0.628154185,12834.77679,1.000169905
"loglike[1,1219]",2.735389012,0.071999328,2.605454117,2.731748505,2.883393327,11734.83372,1.000058158
"loglike[1,1220]",2.725069822,0.068385165,2.601243455,2.722155621,2.863902738,12173.1876,1.000141204
"loglike[1,1221]",2.658993906,0.06462993,2.541415194,2.655367696,2.792170904,11834.60985,1.000014826
"loglike[1,1222]",2.743279582,0.071260284,2.614663248,2.740105806,2.889882946,11969.26205,1.00011339
"loglike[1,1223]",0.082869349,0.353628649,-0.729812775,0.133506716,0.636740075,11774.56306,0.999953665
"loglike[1,1224]",2.451189344,0.047366844,2.363113886,2.449423932,2.549376548,14017.00839,1.00002264
"loglike[1,1225]",1.571749385,0.114554891,1.309405004,1.586905583,1.754528657,14929.61171,1.000271101
"loglike[1,1226]",0.222620801,0.305216962,-0.465604563,0.259484773,0.708496467,12882.72563,1.000173338
"loglike[1,1227]",2.43209874,0.04632274,2.345799253,2.430403384,2.528121279,14451.13992,1.000034205
"loglike[1,1228]",1.42678403,0.152378719,1.067981411,1.449122257,1.662899765,12268.52442,0.999909821
"loglike[1,1229]",2.74878118,0.072751152,2.617898921,2.745603956,2.898678919,11817.73639,1.000085028
"loglike[1,1230]",2.741531564,0.072480435,2.611144894,2.738059186,2.891122693,11751.81032,1.000065999
"loglike[1,1231]",2.403979721,0.045028263,2.320199146,2.402293452,2.497200298,15189.13886,1.000055417
"loglike[1,1232]",1.96208116,0.076301186,1.782730328,1.972387209,2.082835061,14001.88967,0.999901588
"loglike[1,1233]",2.742705947,0.072561407,2.612091065,2.739247751,2.892366153,11756.79718,1.000067863
"loglike[1,1234]",2.749027461,0.072692125,2.618126263,2.745832083,2.898784553,11830.43908,1.000087919
"loglike[1,1235]",1.400069233,0.137875068,1.083855194,1.418078773,1.619448988,14297.61649,1.000248348
"loglike[1,1236]",2.619191651,0.054960003,2.517063226,2.617907993,2.729794671,13491.99235,1.00024188
"loglike[1,1237]",2.463042567,0.041980852,2.384022566,2.462052256,2.54813292,17836.27538,1.000317689
"loglike[1,1238]",2.70376025,0.065381933,2.584758199,2.701504732,2.836289986,12391.47888,1.00016489
"loglike[1,1239]",2.547210563,0.047771875,2.456973156,2.545823379,2.644127747,15030.30975,1.000295128
"loglike[1,1240]",2.658041113,0.064536042,2.540709923,2.654377112,2.791169285,11837.75302,1.000014499
"loglike[1,1241]",2.749007105,0.072701172,2.618149601,2.745819841,2.898888253,11828.74842,1.000087543
"loglike[1,1242]",2.65244616,0.063985698,2.536120256,2.648799338,2.784836885,11857.05613,1.000012637
"loglike[1,1243]",2.744156618,0.072653006,2.613428452,2.740725217,2.894029715,11764.26092,1.000070443
"loglike[1,1244]",2.457421264,0.041718818,2.378690323,2.456444103,2.54190488,18051.81028,1.000316572
"loglike[1,1245]",2.599608607,0.052837666,2.501250102,2.598298375,2.706021682,13840.48672,1.000257874
"loglike[1,1246]",2.709274713,0.069587818,2.583207795,2.705607703,2.853303189,11728.48728,1.000037635
"loglike[1,1247]",1.136240114,0.174607782,0.735630559,1.158663733,1.414563992,13708.71162,1.000222096
"loglike[1,1248]",2.707727003,0.069437652,2.5819794,2.704096745,2.851304057,11729.8584,1.000036712
"loglike[1,1249]",2.698924635,0.06472814,2.580883701,2.696737911,2.829868592,12442.29403,1.000169795
"loglike[1,1250]",2.503753176,0.050845425,2.41019838,2.501762219,2.60878048,13080.37212,1.000002238
"loglike[1,1251]",1.352596777,0.163336593,0.968837515,1.376367585,1.605043616,12193.04353,0.999913371
"loglike[1,1252]",2.185591975,0.046698826,2.08946769,2.186722612,2.273758837,21124.50581,1.000283047
"loglike[1,1253]",2.669059841,0.060858151,2.557375007,2.667332586,2.792296352,12780.72358,1.000198244
"loglike[1,1254]",2.605970057,0.059514804,2.497058087,2.602874198,2.729386183,12077.46271,1.000000993
"loglike[1,1255]",2.544379346,0.054041683,2.444512153,2.541984957,2.655869057,12575.47718,0.999996577
"loglike[1,1256]",1.823101642,0.095163598,1.59867329,1.836882443,1.971284912,13163.85659,0.999894715
"loglike[1,1257]",2.401330723,0.040096206,2.324826109,2.400838019,2.48231118,20048.52803,1.000282874
"loglike[2,1]",1.720306623,0.057592494,1.598310488,1.723670092,1.823369132,14017.24793,0.999937086
"loglike[2,2]",1.464925325,0.051378555,1.358339849,1.466833381,1.560995991,19111.06688,1.000154097
"loglike[2,3]",1.509725466,0.050816522,1.404067937,1.51183862,1.603896898,18499.28399,1.000186101
"loglike[2,4]",1.866072138,0.069099219,1.722540756,1.869233901,1.991652574,13426.41851,1.000062895
"loglike[2,5]",1.856936509,0.068252246,1.716588995,1.860380823,1.980696294,13599.8587,1.000095439
"loglike[2,6]",1.824453258,0.065374707,1.689764838,1.827923616,1.942613374,13901.00131,1.000135126
"loglike[2,7]",1.862095856,0.068726376,1.719793703,1.865449655,1.987039636,13529.12173,1.000084147
"loglike[2,8]",1.665219685,0.054483743,1.550049131,1.668381574,1.763722093,14633.14404,0.999922091
"loglike[2,9]",1.758858185,0.060151778,1.634227983,1.762173642,1.866332019,14518.04988,1.000183314
"loglike[2,10]",1.864400896,0.068940439,1.721215358,1.867642988,1.989617215,13488.01687,1.000076575
"loglike[2,11]",1.865249222,0.069019924,1.722175758,1.868401369,1.9905062,13467.72276,1.000072448
"loglike[2,12]",-0.740775125,0.31141708,-1.366368488,-0.732528309,-0.167613397,14737.12251,1.000127582
"loglike[2,13]",1.846111369,0.067308349,1.705645407,1.849340994,1.96806103,13345.39629,1.000016103
"loglike[2,14]",1.655769613,0.054036426,1.541618328,1.658871946,1.753636045,14760.67639,0.999920646
"loglike[2,15]",1.845667485,0.067233697,1.707323918,1.849096616,1.96739315,13727.78953,1.000112325
"loglike[2,16]",1.824698247,0.065395735,1.689939032,1.828180652,1.942905286,13898.98884,1.000134897
"loglike[2,17]",1.86456326,0.068965345,1.721095875,1.867576345,1.989716323,13383.18768,1.000049935
"loglike[2,18]",1.865247297,0.069019743,1.722170483,1.868401864,1.990504108,13467.77638,1.000072459
"loglike[2,19]",1.692245457,0.055821764,1.575739672,1.695434336,1.791775063,15357.42104,1.000213916
"loglike[2,20]",1.859875534,0.068541308,1.716935486,1.862759373,1.98430012,13354.94623,1.000036783
"loglike[2,21]",1.833667354,0.066172721,1.696861828,1.837189356,1.953148044,13826.25178,1.000126051
"loglike[2,22]",1.865931221,0.069084782,1.722583052,1.869062087,1.991181339,13442.32239,1.000066795
"loglike[2,23]",1.779453729,0.061699512,1.651169629,1.782878377,1.889897637,14304.91087,1.000170384
"loglike[2,24]",1.839730134,0.066745656,1.700512675,1.843105713,1.960457892,13352.97138,1.000009106
"loglike[2,25]",1.728031789,0.058092036,1.605028293,1.731214927,1.832100715,13947.58955,0.999940025
"loglike[2,26]",1.860068985,0.068558794,1.717094807,1.862963054,1.984531581,13355.57619,1.000037191
"loglike[2,27]",1.803999793,0.063656967,1.672175056,1.807534175,1.918401946,14075.3332,1.000152599
"loglike[2,28]",1.863448846,0.068864612,1.720173872,1.866412428,1.988441502,13372.6867,1.000045849
"loglike[2,29]",1.844004065,0.067121859,1.703960184,1.847367048,1.965544431,13347.34563,1.000013687
"loglike[2,30]",1.834044214,0.066249499,1.695825049,1.837238187,1.953439584,13363.39537,1.000003534
"loglike[2,31]",1.845992822,0.067262799,1.707559682,1.849461788,1.967790019,13724.30274,1.00011191
"loglike[2,32]",1.856590624,0.068244924,1.714356916,1.859571721,1.980532835,13347.44406,1.000030632
"loglike[2,33]",1.849185754,0.067581571,1.708254821,1.852338571,1.971432697,13343.70814,1.000019864
"loglike[2,34]",1.660748235,0.054268771,1.546159771,1.663871959,1.758903216,14692.67418,0.999921363
"loglike[2,35]",1.850767609,0.067691964,1.711569738,1.854288895,1.97374611,13672.10725,1.000105416
"loglike[2,36]",1.845191424,0.067191145,1.706955728,1.84871533,1.96680692,13732.87912,1.000112929
"loglike[2,37]",1.863732876,0.068890307,1.720504274,1.866654384,1.988682767,13374.97006,1.00004679
"loglike[2,38]",1.478975043,0.051124862,1.373038161,1.481000988,1.574694721,18941.39408,1.000164843
"loglike[2,39]",1.835966211,0.066374088,1.698800881,1.839539602,1.956037963,13807.85188,1.000123621
"loglike[2,40]",0.954591774,0.092221307,0.766912179,0.957773017,1.127697312,17756.77896,1.000155096
"loglike[2,41]",1.715568158,0.05729341,1.59444853,1.718814466,1.818160047,14061.93437,0.999935381
"loglike[2,42]",1.725380237,0.057918925,1.603089124,1.728711554,1.829074658,13971.05617,0.999938994
"loglike[2,43]",1.865410844,0.069041612,1.721739868,1.86843244,1.99074585,13396.01236,1.000054279
"loglike[2,44]",1.866070251,0.069098897,1.72255512,1.86924644,1.991558082,13427.96706,1.00006329
"loglike[2,45]",1.777737574,0.061567141,1.649635687,1.781110946,1.887889124,14321.91787,1.000171526
"loglike[2,46]",1.799197095,0.063264775,1.668209439,1.802806995,1.912817302,14118.34732,1.000156311
"loglike[2,47]",1.765774893,0.060733633,1.638160464,1.769203796,1.874647618,13661.80399,0.999957197
"loglike[2,48]",1.820972018,0.065077044,1.68682937,1.824474526,1.938442224,13929.76881,1.000138326
"loglike[2,49]",1.865363775,0.069030719,1.722215687,1.868523228,1.990601076,13464.4335,1.000071749
"loglike[2,50]",1.499110575,0.050937795,1.392344224,1.501200615,1.59294849,17634.89955,0.999950986
"loglike[2,51]",1.796108263,0.063077331,1.664247101,1.799430206,1.909422683,13494.19107,0.999974656
"loglike[2,52]",1.856086499,0.068199543,1.714023865,1.859097397,1.979891878,13346.71184,1.000029789
"loglike[2,53]",1.804577535,0.063704438,1.672533051,1.808113793,1.919083408,14070.21671,1.000152143
"loglike[2,54]",1.866052153,0.069096843,1.72259152,1.869155229,1.991494595,13432.07608,1.00006432
"loglike[2,55]",1.690116092,0.055786289,1.57231802,1.69324457,1.790402618,14328.23781,0.999927527
"loglike[2,56]",1.828554111,0.065775279,1.691212843,1.831857611,1.946945553,13376.16249,0.99999859
"loglike[2,57]",1.771450568,0.061087414,1.644857754,1.774908168,1.880369579,14385.36582,1.000175607
"loglike[2,58]",1.783839442,0.062040522,1.654676158,1.787242172,1.894969099,14262.04275,1.00016741
"loglike[2,59]",1.84514505,0.067187002,1.70689839,1.848662949,1.966749775,13733.37413,1.000112987
"loglike[2,60]",1.864629751,0.068961823,1.72148951,1.867847133,1.989888881,13483.04176,1.00007559
"loglike[2,61]",1.733285217,0.058360841,1.612606267,1.736709328,1.837436213,14812.0073,1.000197115
"loglike[2,62]",1.84490284,0.067201318,1.704645534,1.84817068,1.966720409,13346.44183,1.000014703
"loglike[2,63]",1.816145938,0.064667937,1.682915071,1.819586108,1.932989075,13970.21659,1.000142592
"loglike[2,64]",0.858549152,0.103354603,0.649406866,0.861660559,1.051871459,17233.55334,1.000159658
"loglike[2,65]",1.780934365,0.061814202,1.652225649,1.784400142,1.891539315,14290.34354,1.000169389
"loglike[2,66]",1.858464364,0.068413849,1.716066363,1.861418848,1.982794552,13351.06072,1.000033979
"loglike[2,67]",1.863489893,0.068868326,1.720229336,1.866451346,1.988488417,13373.00377,1.000045982
"loglike[2,68]",1.845208365,0.067192659,1.706966944,1.84874023,1.966827795,13732.69825,1.000112907
"loglike[2,69]",1.752706916,0.059782687,1.627218405,1.755939585,1.859619082,13750.78291,0.999950719
"loglike[2,70]",1.864121637,0.068925457,1.720716019,1.867092953,1.989140607,13378.48345,1.000048178
"loglike[2,71]",1.861146825,0.068656273,1.718069401,1.864071219,1.985791786,13359.61629,1.000039597
"loglike[2,72]",1.78488425,0.062122334,1.655507189,1.788326588,1.896361307,14251.95438,1.000166689
"loglike[2,73]",1.855386817,0.068136607,1.71329146,1.85837205,1.979086877,13345.8405,1.000028653
"loglike[2,74]",1.860780851,0.068604979,1.719118011,1.864138473,1.98534444,13548.83869,1.000087485
"loglike[2,75]",1.649586915,0.053758313,1.535919537,1.652785304,1.746808344,14847.6469,0.999919893
"loglike[2,76]",1.864693324,0.06896777,1.721475246,1.867893764,1.989958942,13481.60799,1.000075303
"loglike[2,77]",1.80635236,0.063908999,1.672360202,1.809630245,1.921163158,13449.779,0.999981471
"loglike[2,78]",1.600319479,0.051974863,1.491406686,1.603098475,1.694334736,15637.76925,0.9999196
"loglike[2,79]",1.494275233,0.050980504,1.38750855,1.496384359,1.58830048,17732.71626,0.999953411
"loglike[2,80]",1.780232117,0.06175975,1.651795254,1.783699339,1.890777545,14297.24051,1.000169862
"loglike[2,81]",1.844558373,0.067170851,1.704438121,1.847849672,1.966291395,13346.77585,1.000014311
"loglike[2,82]",1.807774439,0.064025965,1.673367222,1.811103239,1.922853594,13444.11191,0.999982463
"loglike[2,83]",1.641990872,0.053348494,1.529915553,1.644951004,1.737746662,16149.21173,1.000224203
"loglike[2,84]",1.624312602,0.052662312,1.514081204,1.627065966,1.718947741,16455.90835,1.000224743
"loglike[2,85]",1.866071546,0.069099091,1.722544307,1.869212627,1.991590114,13427.18931,1.000063092
"loglike[2,86]",1.711488561,0.057040458,1.591006636,1.714694959,1.813710574,14101.61734,0.999933973
"loglike[2,87]",1.852325443,0.067861958,1.710681726,1.855395664,1.975523327,13343.69253,1.000024068
"loglike[2,88]",1.843978715,0.06711962,1.703931004,1.847349289,1.965505355,13347.37262,1.000013658
"loglike[2,89]",1.848915456,0.067557496,1.707980573,1.852078598,1.97116452,13343.79571,1.000019521
"loglike[2,90]",1.467259588,0.051373106,1.36033643,1.469224127,1.56238227,18262.72884,0.999968052
"loglike[2,91]",1.802159773,0.063506195,1.670798387,1.805703299,1.91624915,14091.71046,1.000154036
"loglike[2,92]",1.865106147,0.069014264,1.721463862,1.868070796,1.990316187,13390.56299,1.000052503
"loglike[2,93]",1.828236391,0.065747984,1.690987831,1.831540037,1.946561216,13376.97509,0.999998314
"loglike[2,94]",1.017110834,0.08526602,0.844450485,1.019768283,1.177058066,18156.44406,1.000149421
"loglike[2,95]",1.759053905,0.060239925,1.632604199,1.76239215,1.866782368,13706.28026,0.999953793
"loglike[2,96]",1.865235112,0.069025853,1.72154839,1.868218191,1.990467471,13392.71125,1.000053214
"loglike[2,97]",1.334470726,0.056815547,1.218378155,1.335982783,1.441860433,19935.47037,1.000049064
"loglike[2,98]",1.843365016,0.067028248,1.705093155,1.846827276,1.964783196,13748.98942,1.000115188
"loglike[2,99]",1.774031794,0.061353229,1.645059556,1.77755361,1.884297445,13610.84084,0.999961597
"loglike[2,100]",1.849042611,0.06756882,1.708124328,1.852204803,1.971290747,13343.75295,1.000019682
"loglike[2,101]",1.862773428,0.068789107,1.720131815,1.866082792,1.98783083,13518.17323,1.000082218
"loglike[2,102]",1.853257484,0.067945448,1.711383738,1.856300776,1.976524622,13344.08954,1.000025405
"loglike[2,103]",1.825212696,0.065489051,1.688423077,1.828537187,1.943222158,13385.08917,0.999995749
"loglike[2,104]",1.701942848,0.056465349,1.582794762,1.705160203,1.803375377,14198.90913,0.999930898
"loglike[2,105]",1.069522755,0.07978319,0.907195851,1.071222747,1.219323551,16880.26435,0.999916298
"loglike[2,106]",1.839356041,0.066672652,1.70187874,1.842947964,1.9599855,13780.83943,1.000119885
"loglike[2,107]",1.592622396,0.051690242,1.484407477,1.595256118,1.686503118,17030.09465,1.000221343
"loglike[2,108]",1.857114654,0.068292129,1.714835244,1.860091457,1.981110547,13348.3058,1.000031532
"loglike[2,109]",1.663838304,0.054331841,1.550014945,1.666945959,1.76104393,15789.13178,1.000221251
"loglike[2,110]",1.820681005,0.065052258,1.686582973,1.824148616,1.938117312,13932.1886,1.000138589
"loglike[2,111]",1.674969164,0.054972775,1.558781389,1.678126119,1.774314294,14508.40191,0.999923944
"loglike[2,112]",1.808414196,0.064021261,1.676268651,1.811953868,1.923725119,14036.54421,1.000149071
"loglike[2,113]",1.864383791,0.068938842,1.72120806,1.867639074,1.989597022,13488.37815,1.000076645
"loglike[2,114]",1.599155278,0.051862803,1.490746205,1.601783747,1.693123132,16909.96596,1.000222512
"loglike[2,115]",1.865284331,0.069030271,1.721595942,1.86825558,1.990522711,13393.58748,1.0000535
"loglike[2,116]",1.86072175,0.068599533,1.719064285,1.864087963,1.98527914,13549.68777,1.000087625
"loglike[2,117]",1.732709285,0.05840156,1.609230328,1.735943277,1.837258013,13907.3089,0.9999419
"loglike[2,118]",1.855305433,0.068103449,1.715042625,1.858778528,1.978886679,13619.75783,1.00009832
"loglike[2,119]",1.859846451,0.068518964,1.718329314,1.863184339,1.98426943,13561.9671,1.000089619
"loglike[2,120]",1.819874998,0.06503567,1.68367619,1.823134858,1.937336486,13401.0173,0.999991432
"loglike[2,121]",1.864556266,0.068964714,1.721090055,1.867565367,1.989708479,13383.1058,1.000049905
"loglike[2,122]",1.83616093,0.066391186,1.698993708,1.839717631,1.956293695,13806.29678,1.000123411
"loglike[2,123]",1.865717995,0.069064285,1.722563931,1.868840228,1.991038507,13452.45886,1.000069126
"loglike[2,124]",1.834887582,0.066279494,1.697865947,1.838469663,1.95476015,13816.47549,1.000124771
"loglike[2,125]",1.844488389,0.067164663,1.70440482,1.847784335,1.966184973,13346.8456,1.000014232
"loglike[2,126]",1.609841165,0.052176477,1.500301186,1.61252322,1.704103463,16715.10578,1.000223898
"loglike[2,127]",1.855694618,0.068164286,1.713540713,1.858691513,1.97953134,13346.2039,1.000029148
"loglike[2,128]",1.843422766,0.067070531,1.70343424,1.84683029,1.964843959,13347.98487,1.00001304
"loglike[2,129]",1.865330951,0.069034452,1.721641338,1.86829913,1.990642531,13394.4503,1.000053779
"loglike[2,130]",1.687681205,0.055566929,1.571511909,1.69076904,1.786919642,15423.84046,1.000215346
"loglike[2,131]",1.865251142,0.069027292,1.721563819,1.868220038,1.990502785,13392.99291,1.000053306
"loglike[2,132]",1.778657793,0.061638044,1.65050738,1.782045802,1.889013336,14312.78212,1.000170915
"loglike[2,133]",1.724585422,0.057786794,1.604649386,1.728026534,1.827342774,14919.88453,1.000201243
"loglike[2,134]",1.861944938,0.068728497,1.718775108,1.864779688,1.986646993,13363.31155,1.000041554
"loglike[2,135]",1.85617057,0.068182312,1.715852651,1.859607161,1.979985853,13609.29662,1.000096819
"loglike[2,136]",1.860734401,0.068618965,1.717696213,1.863609205,1.985242195,13357.95609,1.000038648
"loglike[2,137]",1.827722099,0.065656137,1.692101818,1.831146982,1.946431477,13874.27071,1.000132016
"loglike[2,138]",1.850356817,0.067685994,1.709146465,1.853491156,1.972981989,13343.47838,1.000021383
"loglike[2,139]",1.830933166,0.065934394,1.694448713,1.834360534,1.950121816,13848.24906,1.000128848
"loglike[2,140]",1.828592284,0.065731368,1.692762538,1.832069034,1.947346493,13867.1971,1.000131169
"loglike[2,141]",-1.023915741,0.349423186,-1.726460949,-1.01545136,-0.379042616,14626.05134,1.000122679
"loglike[2,142]",1.86330926,0.068851982,1.720032025,1.866275723,1.988278631,13371.63853,1.000045405
"loglike[2,143]",1.728404205,0.058036494,1.608041365,1.731865481,1.83179648,14872.02683,1.000199467
"loglike[2,144]",1.776196605,0.061448798,1.648440193,1.779598769,1.886210508,14337.30189,1.000172541
"loglike[2,145]",1.864120835,0.068925385,1.720715335,1.867091753,1.989138987,13378.47566,1.000048175
"loglike[2,146]",1.714374244,0.057218944,1.593506429,1.717664182,1.81685683,14073.43135,0.999934963
"loglike[2,147]",1.865952891,0.069086896,1.722584096,1.869075301,1.991309331,13440.9741,1.000066477
"loglike[2,148]",1.767990244,0.060898474,1.64007681,1.771407802,1.877334313,13647.73461,0.999958354
"loglike[2,149]",1.854229856,0.068005591,1.714247727,1.857713281,1.97774718,13632.51079,1.00010011
"loglike[2,150]",1.851815658,0.067786682,1.712383271,1.855362548,1.975118862,13660.31815,1.000103874
"loglike[2,151]",1.815317109,0.064598096,1.682199792,1.818762404,1.931919856,13977.23386,1.000143306
"loglike[2,152]",1.835987229,0.066418481,1.697620797,1.839240384,1.955871877,13359.49048,1.000005381
"loglike[2,153]",1.769160795,0.06098599,1.641057891,1.772595623,1.878684851,13640.41814,0.999958972
