"","mean","MCSE","q10","q50","q90","ESS","Rhat"
"loglike[2,1015]",3.37567586408546,0.0401825058869604,3.29495226696154,3.37649271509131,3.45226667501301,14598.4057527892,1.00038472428158
"loglike[2,1016]",3.22352091558654,0.0374537786970786,3.14903881991482,3.22413334968367,3.29603359703937,16402.4153870908,1.00022376577089
"loglike[2,1017]",3.27828587906336,0.0390107348752727,3.19965508564286,3.27919432903963,3.35351039233284,15239.5331510629,1.00028994368522
"loglike[2,1018]",3.23519422624512,0.0333489380328582,3.16994965290389,3.23529897882612,3.30023428510111,19228.9486807867,1.00019834250277
"loglike[2,1019]",3.38913910679865,0.0412240167119263,3.30603276459707,3.39014818615082,3.46754139473159,14299.0399136303,1.00039669738527
"loglike[2,1020]",2.59830872845006,0.0504849287237665,2.4944313728218,2.60012669031609,2.69119489709469,30662.2378626381,0.999941674983876
"loglike[2,1021]",2.15058579564565,0.0804433538572118,1.98226619092633,2.15463465694011,2.29627358260573,22230.0919098219,1.00011575012115
"loglike[2,1022]",3.22597491539906,0.0375166582078217,3.15126753686509,3.22659478285036,3.29855508191524,16341.4593941087,1.00022689657291
"loglike[2,1023]",3.26275001453013,0.0342950287390156,3.19503388860838,3.26300468446017,3.32908408433586,17960.8799632207,1.00024261937355
"loglike[2,1024]",2.95777703325067,0.0360042475243336,2.88672188892123,2.95794514712975,3.02790900557955,28788.8166897869,0.999909228467998
"loglike[2,1025]",3.0321281375872,0.035234404578385,2.96288089485697,3.03225835269974,3.10117648838696,24381.8524759599,0.999975495081878
"loglike[2,1026]",1.97002524925423,0.106546483282026,1.74783999588095,1.97398261393103,2.16541503848529,16989.0227862603,1.00022095662885
"loglike[2,1027]",3.26845319522056,0.0387095760957781,3.19067579448955,3.26930732414599,3.34326515516055,15419.6508968262,1.00027867816653
"loglike[2,1028]",3.30744208302272,0.0399463195863033,3.2266285668577,3.30841864482024,3.3840106299816,14767.3570961601,1.00032160394582
"loglike[2,1029]",0.099156789515176,0.243007487110492,-0.402665330650508,0.106274077130649,0.548530169324638,16341.9319092353,1.00031494914106
"loglike[2,1030]",2.04415772999873,0.0882945517590172,1.85934221920351,2.04860786429289,2.20369474185517,21227.235792241,1.000143417813
"loglike[2,1031]",2.23466923499993,0.0846867910737166,2.05644187528033,2.23837877296791,2.38838822883761,18215.3883344386,1.00016962368343
"loglike[2,1032]",2.59607433326266,0.0506135960379579,2.4918750339591,2.59796537915795,2.68912679143716,30600.7724020418,0.99994270353391
"loglike[2,1033]",2.26666206308167,0.0820868045350495,2.09382140830164,2.27021562828529,2.41553524949473,18427.028575498,1.00016160989666
"loglike[2,1034]",3.16191242037421,0.0317715114836876,3.10030301591931,3.1619042936547,3.22436460038226,23719.9991804137,1.00007462242342
"loglike[2,1035]",3.39329852205062,0.0416098426762911,3.30944000977045,3.39434678872183,3.47213830494951,14195.5374985353,1.00040014087332
"loglike[2,1036]",2.63644498422648,0.0483401062116631,2.53696839648881,2.63819724652922,2.7256479864184,31707.316451236,0.999924386386552
"loglike[2,1037]",3.28077754435349,0.0350140074615777,3.21139272250444,3.28112722627539,3.348628881782,17245.1099408912,1.00026991850668
"loglike[2,1038]",3.0181021359084,0.0353073615632327,2.9485058610938,3.0182406433206,3.08733289103998,25201.0639276849,0.999960742770865
"loglike[2,1039]",2.94317210253616,0.0352594486691349,2.87207263687865,2.94383063885911,3.01044418819875,33937.1752193325,0.999885541824462
"loglike[2,1040]",3.12772928585117,0.0315213555823573,3.06637377298056,3.12782479830266,3.18952144738865,26282.7712120435,1.00002052894015
"loglike[2,1041]",0.982679845273304,0.190288776634353,0.591438063405961,0.987636955294741,1.33755828393676,15394.8471809415,1.00030436741344
"loglike[2,1042]",3.39660796189888,0.0424892019371544,3.31057412059174,3.39772587106774,3.47722691963493,13968.7823639569,1.00040253187559
"loglike[2,1043]",3.39465337337452,0.0425292373579451,3.30838677301796,3.39580667914139,3.47537038887692,13950.4449144064,1.00040092897253
"loglike[2,1044]",2.22573119782527,0.0854152534445766,2.04602230427386,2.22951821726214,2.38093619012263,18159.4789090197,1.00017177860025
"loglike[2,1045]",3.29611298995795,0.0395761639047697,3.21596807004511,3.29700956358077,3.37215599541234,14941.8413253067,1.00030961709303
"loglike[2,1046]",3.30743483109817,0.0362203922685481,3.23524456883222,3.30801241121895,3.3775789398295,16332.3033256927,1.00030732098531
"loglike[2,1047]",2.62410397131422,0.054352691282985,2.50962800868813,2.62675955718613,2.72359378097244,23031.4022449732,1.00002945242824
"loglike[2,1048]",3.38760203827793,0.0424643805117296,3.30168248362421,3.38883664239042,3.46825335297502,13947.0318375221,1.00039521238859
"loglike[2,1049]",0.456364374295082,0.213931202370115,0.0144008233343992,0.463573862063553,0.851761912438836,16635.3977515567,1.00030263341743
"loglike[2,1050]",2.66059101434836,0.0470358257562707,2.56382464585055,2.66223182520385,2.74749024421657,32347.5384310948,0.999913867547861
"loglike[2,1051]",2.60016702612035,0.0560933243936819,2.48226354898501,2.60286910389188,2.70300150794394,22511.0900442564,1.00004122224625
"loglike[2,1052]",3.2917037546845,0.0394342041271297,3.21211847674949,3.29261839945576,3.36750770423988,15012.1130480291,1.00030484287879
"loglike[2,1053]",2.5593809965578,0.0591130930296979,2.43471697575339,2.56227027050317,2.66719638444115,21725.678942209,1.00006025853768
"loglike[2,1054]",2.65853594074649,0.0518959644238706,2.54994809243615,2.66093249981182,2.75355890367946,23867.9322031694,1.00001180141682
"loglike[2,1055]",3.05817094837324,0.0351887101830553,2.98900209474492,3.05821690435953,3.12670416412932,22920.491882272,1.00000522304105
"loglike[2,1056]",3.00601203687122,0.0353974027906187,2.93658080127092,3.00613497116318,3.07549116827187,25919.142725941,0.99994881369261
"loglike[2,1057]",3.39745346104178,0.0424343952083479,3.31140667582603,3.39860453560347,3.47807126942883,13983.7432998045,1.00040324469977
"loglike[2,1058]",2.64667246001685,0.0477823006679195,2.54833796312827,2.64836328542845,2.73465552892383,31981.9534851905,0.999919877481195
"loglike[2,1059]",3.23155298394467,0.0332379773122586,3.16648988273903,3.23159290493833,3.2962860309965,19413.306883082,1.00019230861508
"loglike[2,1060]",2.90925258822063,0.0370015957809859,2.83595671056764,2.90957700916299,2.98068403658455,31389.1240770208,0.999883168933823
"loglike[2,1061]",3.13421704774004,0.0357095148388607,3.06424695840652,3.13452989466251,3.20394600815072,19298.5896857888,1.00010392504057
"loglike[2,1062]",3.03406248051046,0.0324144485423003,2.97023856204167,3.03444554389625,3.0972501959726,32684.5254607131,0.999914380458014
"loglike[2,1063]",3.33457835052799,0.040853749353544,3.25188063828001,3.33544670425006,3.41280952500929,14396.3189865141,1.00034866803345
"loglike[2,1064]",3.29415030779227,0.0395128153421586,3.21415549143402,3.29503042452011,3.37010132325042,14972.8543924921,1.0003074994526
"loglike[2,1065]",2.79803642048442,0.0427067685852822,2.70937745051091,2.79987429125168,2.87681411227607,28543.8777370584,0.999935929085247
"loglike[2,1066]",3.28954141256607,0.035391756296448,3.21935704880576,3.29000713816613,3.3581090271906,16926.8612402123,1.00028262580682
"loglike[2,1067]",2.54430097085102,0.053679185365548,2.43284784252092,2.54654003383887,2.64277711820158,29202.1397982845,0.999966666357605
"loglike[2,1068]",3.2334474206815,0.0377124518848021,3.15834589856733,3.23412123830813,3.30636049059247,16161.2826975463,1.00023634398095
"loglike[2,1069]",2.89745163898104,0.0373000627127741,2.82311110059694,2.89780295274778,2.96944707231159,31932.4780338706,0.999878910566381
"loglike[2,1070]",3.31364644823999,0.0401518206314562,3.23232687031901,3.31454540758622,3.39060929304258,14674.958135045,1.00032799676724
"loglike[2,1071]",3.31367793553563,0.0365278173886547,3.24094195999519,3.31423404168542,3.38443524659199,16141.0704277265,1.00031552450423
"loglike[2,1072]",2.87866445487498,0.0382122910555619,2.80040288100833,2.87997200822879,2.94978654817574,31984.8759440713,0.999899054563381
"loglike[2,1073]",3.36769155097225,0.0419391224262498,3.28295145976321,3.36876343112669,3.44760167318334,14061.7472174262,1.00037862976423
"loglike[2,1074]",2.45158590541924,0.0673554849056866,2.30931235673417,2.45449363571242,2.57398087637315,20131.7622458223,1.00010433151593
"loglike[2,1075]",3.12524919917679,0.0315154095130878,3.06392759846694,3.12535077570197,3.18702051453615,26474.4312209459,1.00001683575302
"loglike[2,1076]",3.27604565719937,0.0348177133440776,3.20694169605629,3.27640481464844,3.34350524962491,17424.8243703103,1.00026289923309
"loglike[2,1077]",0.62756920372739,0.200047904984618,0.213309127144465,0.634605029768402,0.996999408198612,16811.0204470794,1.00029538865501
"loglike[2,1078]",3.34513962381349,0.0382293642442313,3.26885922455534,3.34597150514053,3.4185125304236,15288.0787046625,1.00035346581737
"loglike[2,1079]",3.38563097044457,0.0409316041764207,3.30314858132487,3.38658594426155,3.46359809829995,14380.7127462654,1.00039369219596
"loglike[2,1080]",3.31956822976524,0.0403493857974015,3.23798740043897,3.32042612481216,3.39690799945684,14590.9896506271,1.00033398482955
"loglike[2,1081]",3.3346107935649,0.0408548412565401,3.25190578816823,3.33547597504874,3.4128397277022,14395.9262821832,1.00034869900644
"loglike[2,1082]",3.21401451799181,0.0327503574922174,3.15012471119945,3.21395808539736,3.27789585034371,20358.610340304,1.00016283399542
"loglike[2,1083]",2.98890298797444,0.0336108672554076,2.92223327739627,2.98945456682659,3.05393301788567,34060.0679730135,0.999891460392097
"loglike[2,1084]",3.3976179648395,0.0421751538507499,3.31226110849584,3.39860294963624,3.47746220320052,14050.3067073405,1.0004035055264
"loglike[2,1085]",3.01225133909467,0.0329350397856023,2.94739101285581,3.01274528320401,3.07629992576808,33541.3241123524,0.999901004838253
"loglike[2,1086]",3.38339147788796,0.0407545459101856,3.30137442557383,3.38429540015022,3.46107788709348,14431.6935584419,1.0003917300497
"loglike[2,1087]",1.52010595601762,0.128615270928069,1.25182368594438,1.52559481889668,1.75518246531443,18497.624245333,1.00023076488903
"loglike[2,1088]",3.31849194226757,0.0403133908197353,3.23701406749531,3.31935349603087,3.39569723862287,14605.9470246327,1.00033290474015
"loglike[2,1089]",3.37675554316962,0.0402597112409737,3.29583181655333,3.37759351831367,3.45360465902314,14575.5885351324,1.0003857269888
"loglike[2,1090]",3.19785027490602,0.0323706258815767,3.13456184287879,3.19783000707408,3.26136639033764,21314.8742892343,1.00013530881907
"loglike[2,1091]",3.18443694830887,0.0321071195968702,3.12195632226283,3.18442805171049,3.24746202307993,22169.4480679098,1.00011244989444
"loglike[2,1092]",2.97975724821077,0.0339073386765218,2.91242499223103,2.98029262332553,3.04524948612433,34150.4506563613,0.999888993103963
"loglike[2,1093]",-1.98093349508336,0.413949446741259,-2.82147190605589,-1.97134707379769,-1.20906963209205,15514.5452612941,1.00035087962103
"loglike[2,1094]",3.3786753076422,0.0403990455338703,3.29760432643621,3.37949914230681,3.45587757896024,14535.1186645639,1.00038749210121
"loglike[2,1095]",2.97574098976167,0.0340429702643998,2.90789153196349,2.97626785909506,3.04136701882112,34170.7534293311,0.99988812438102
"loglike[2,1096]",3.21001385735131,0.0371207111014781,3.13631604409775,3.21054766944318,3.28195689416768,16754.2282717568,1.00020630193166
"loglike[2,1097]",3.3944248204688,0.0417276728472156,3.31035088935497,3.39542497364786,3.47353048340868,14164.758705967,1.0004010468428
"loglike[2,1098]",3.168120497095,0.0318505404929516,3.10618939426216,3.16805244001453,3.23064278193145,23279.2454408746,1.00008493447404
"loglike[2,1099]",3.32422420887784,0.0370691736829116,3.25024449586316,3.3248592253331,3.39560968875477,15835.5224267425,1.00032888106386
"loglike[2,1100]",3.38416402089401,0.0408149250794684,3.30201560334538,3.38507578516579,3.46199946187962,14414.1724892854,1.00039241065396
"loglike[2,1101]",3.39248478325959,0.0425287403732393,3.3063278342756,3.3937626192706,3.47338867252558,13943.0321304307,1.00039916963754
"loglike[2,1102]",3.03327787755675,0.0352299263418259,2.96409526111611,3.03341085653346,3.10233793575243,24315.5512525352,0.999976745686807
"loglike[2,1103]",3.39088152925298,0.041378748221405,3.30743270721351,3.3918307318133,3.46937252289562,14256.9914222402,1.00039815692122
"loglike[2,1104]",3.23038554404734,0.0332031048208859,3.16547576116116,3.23038117938954,3.29507042431398,19473.2724339569,1.00019036680396
"loglike[2,1105]",2.53546663472739,0.0609117150048932,2.40676828051067,2.53844981837484,2.64635732635325,21317.3999665948,1.00007081022478
"loglike[2,1106]",3.39698684444831,0.0420535227479698,3.31193253884629,3.39804607088249,3.4766600892046,14081.1633135444,1.00040304338853
"loglike[2,1107]",3.34172646669049,0.041093989282565,3.25858475752661,3.34258240211625,3.42021267084701,14312.7337697446,1.00035541361461
"loglike[2,1108]",3.00498589787767,0.035406199953896,2.93553250011183,3.00508705116019,3.0744509206363,25980.4385773801,0.999947836294411
"loglike[2,1109]",3.19897514692709,0.0368655154509701,3.12596972202444,3.19948426212751,3.2706450212867,17062.970435247,1.00019176769653
"loglike[2,1110]",3.38042301879475,0.0405284105719456,3.29897011575374,3.38129010323038,3.45767298189942,14498.3391972769,1.00038907903736
"loglike[2,1111]",2.8690616961945,0.0381031684506679,2.79261709738367,2.86954451847349,2.94210074940108,33047.150296821,0.999871815152431
"loglike[2,1112]",3.37948625829908,0.0422787185793164,3.29391349365514,3.38063933285755,3.45993835120608,13981.4348833373,1.00038856075111
"loglike[2,1113]",3.12636826773315,0.0315178883323815,3.06500186255042,3.12646648300421,3.18818267706118,26387.908034882,1.00001849760141
"loglike[2,1114]",3.34644395128682,0.0383058254899226,3.2700157902828,3.34727872893226,3.41985514424739,15256.2550336495,1.00035491408237
"loglike[2,1115]",3.11593902709854,0.0315077857471069,3.05470935093966,3.11599166279039,3.17770213565153,27195.606449903,1.00000331703406
"loglike[2,1116]",2.91062359060791,0.036968302856842,2.83743924925589,2.91096195864297,2.98199262437304,31323.2770611786,0.999883715240872
"loglike[2,1117]",3.39792061292954,0.0422923350025258,3.31219559072006,3.39898088332459,3.47824863355742,14020.530420216,1.00040369574371
"loglike[2,1118]",2.89785609878866,0.0372894831359027,2.82357668358647,2.89819309553282,2.96980180784808,31914.5781816914,0.9998790434701
"loglike[2,1119]",3.33225792181587,0.037500701869305,3.25752071574838,3.3330167178629,3.40459666231802,15616.5595507474,1.00033862604939
"loglike[2,1120]",3.39332317708844,0.042532175986963,3.30702405920107,3.39457537159817,3.47422271997785,13944.8530533132,1.00039984886859
"loglike[2,1121]",3.17289658892209,0.0363272844352292,3.10141360314492,3.17329348554378,3.24369455986274,17872.910404981,1.00015671925161
"loglike[2,1122]",3.21339029195017,0.0327344439143942,3.14956185413083,3.21333269662057,3.27726552252303,20394.0229436318,1.00016177524717
"loglike[2,1123]",3.38956148370824,0.0412608239365304,3.30641982492752,3.39056647314448,3.46786204507545,14288.9677206254,1.00039705329413
"loglike[2,1124]",3.22176749040298,0.0329562963961577,3.15745938000153,3.22175041084982,3.28593403825749,19928.9400865316,1.00017593586333
"loglike[2,1125]",2.83014182223433,0.0393889648274276,2.75020758947215,2.83083271405896,2.9052292202261,34073.0185728909,0.999868705987339
"loglike[2,1126]",3.35453095379144,0.0387918770149417,3.27688602850473,3.35545587613384,3.42860193218902,15064.3140790767,1.00036366946855
"loglike[2,1127]",3.12738033161244,0.0315204192542048,3.06602923520271,3.12747266677104,3.18915427649682,26309.7168556359,1.00002000706451
"loglike[2,1128]",2.93983679325808,0.0363289402611788,2.86778688883738,2.94008896588082,3.01019557341512,29805.5697601255,0.999897967905716
"loglike[2,1129]",3.35048018337054,0.0413859204609576,3.2667301322399,3.35142630204854,3.42958014323658,14218.5429757361,1.00036346182505
"loglike[2,1130]",3.39744594860923,0.042136646822623,3.31224281159605,3.39848598091674,3.47727020171528,14060.0700365248,1.00040338270441
"loglike[2,1131]",2.19630932354228,0.0771265292444429,2.03488140746824,2.19990530564271,2.33583070031905,22743.1318821161,1.00010236977035
"loglike[2,1132]",3.11432042116295,0.0315088245352693,3.05306578052772,3.11439976290067,3.17611109242441,27320.9691641705,1.00000102525582
"loglike[2,1133]",3.21286211317388,0.0327210568529133,3.14908997521071,3.21282128146949,3.27668318610638,20424.0820772485,1.00016087902242
"loglike[2,1134]",3.39767801152488,0.0424054807302651,3.3116846843182,3.39881452997459,3.47812684805109,13991.3684401268,1.00040344157453
"loglike[2,1135]",3.21194604049308,0.0326980079258454,3.14818654059011,3.21186911956382,3.27571040662394,20476.4238363805,1.00015932381528
"loglike[2,1136]",2.91175876908053,0.036614367865654,2.8374463418574,2.91275525134859,2.98070221910353,33170.1818103796,0.99988954337789
"loglike[2,1137]",3.32672968695746,0.0372019424305883,3.25250775305006,3.32734885892551,3.39844728502594,15766.0020696263,1.00033196036466
"loglike[2,1138]",3.26979048684988,0.0387500435109517,3.19185330393581,3.27062987185389,3.34467069565124,15394.4645521142,1.00028022725367
"loglike[2,1139]",3.38835828909135,0.0424777892623573,3.30237972254972,3.38957989199595,3.46904912503264,13945.2513311962,1.00039582656859
"loglike[2,1140]",3.39222663972993,0.0415044200165904,3.30851118091005,3.39325044847992,3.47093485819224,14223.3830278271,1.00039926725713
"loglike[2,1141]",2.76704028058406,0.0418826996078887,2.68163283073366,2.76803704456876,2.84570357649025,34330.6783188705,0.99987689194802
"loglike[2,1142]",3.36236529078308,0.0392843367930801,3.2837557536961,3.36326342829122,3.43694946716503,14886.4150995764,1.00037178206246
"loglike[2,1143]",3.33183261627867,0.0407613267936527,3.24932164966975,3.33269751464797,3.40980471243803,14429.9931925759,1.00034603484649
"loglike[2,1144]",2.96689083575211,0.0343532875681835,2.8983033351946,2.96751644147162,3.03303420337897,34175.2570237135,0.999886655975925
"loglike[2,1145]",3.19927086026088,0.0324012875985366,3.13587111577206,3.19920295900999,3.26287683829052,21227.5747265869,1.00013773305426
"loglike[2,1146]",3.38660133062461,0.0424452842181725,3.30073096440765,3.3878110035654,3.46724602510188,13949.8619769814,1.00039439849637
"loglike[2,1147]",3.38305498966259,0.0423678406310362,3.29746339011503,3.3842378529449,3.46350139248366,13963.4392874858,1.00039150107433
"loglike[2,1148]",3.3826469251945,0.0423581363560536,3.29699699083382,3.383810970006,3.46307374440493,13965.3012046726,1.00039116619564
"loglike[2,1149]",3.17878155778026,0.0320101987750588,3.11652295104068,3.17869374493957,3.24161482275023,22545.7176298041,1.00010286007711
"loglike[2,1150]",3.04322371021756,0.0352006856852209,2.97395117482089,3.04331664689877,3.11222163610986,23748.3863230771,0.999987811500477
"loglike[2,1151]",3.39536464538323,0.042521514035107,3.30899361016256,3.39648924145267,3.47617073016797,13955.4053828176,1.00040150895342
"loglike[2,1152]",3.27891007814562,0.0349358964193665,3.20963501343972,3.27926114767397,3.3466017711289,17315.3614260186,1.00026716126237
"loglike[2,1153]",2.50156518736767,0.0634926051489118,2.36772374879651,2.50455776822149,2.61699804205021,20795.8905931776,1.00008500053417
"loglike[2,1154]",3.14010817028483,0.0315757159650195,3.07864208167241,3.14005421258941,3.20237322964994,25333.946977698,1.00003948542513
"loglike[2,1155]",-4.06579365272383,0.622701687849338,-5.33102620334386,-4.05326407634714,-2.88768134451942,14402.7485324282,1.00037134277499
"loglike[2,1156]",2.31209854958341,0.0784163188671449,2.14715392030024,2.31540969210148,2.45421475608987,18762.1428955973,1.0001493657643
"loglike[2,1157]",3.37098219687458,0.0420387811412977,3.28597796929193,3.37203218219932,3.451075436864,14036.6923684073,1.00038143586802
"loglike[2,1158]",3.04363958459887,0.0322212567183072,2.98047851829771,3.0439248147059,3.10655331993211,32202.5225972565,0.999921661287619
"loglike[2,1159]",3.36445416924259,0.0394196839136662,3.28558296645672,3.36535489462975,3.43940004187895,14840.1636604374,1.00037388349948
"loglike[2,1160]",3.36865733946244,0.0396978442327968,3.2890206038651,3.36951116362489,3.44412254986065,14748.4141068492,1.00037803289609
"loglike[2,1161]",3.25396568571193,0.0382818245403303,3.17735327318995,3.25471487912355,3.32793071728082,15706.9086086837,1.00026156430961
"loglike[2,1162]",2.88560838495478,0.0378635969880869,2.80826003696483,2.8868823252272,2.95628472822083,32267.9712779509,0.999896686496718
"loglike[2,1163]",3.25241796464795,0.0339184402274332,3.18562481935811,3.25266054906277,3.31810301257895,18410.6662159476,1.00022633907288
"loglike[2,1164]",2.59450548041708,0.0565086045023724,2.47566331925388,2.59717817134717,2.69800871674777,22394.7634920294,1.00004394238756
"loglike[2,1165]",3.39689776733967,0.0424755317291981,3.31083224901199,3.39803103498085,3.47750643245692,13972.6118062525,1.00040277349259
"loglike[2,1166]",3.31256798706652,0.0401159798233352,3.23126861012602,3.31347802822296,3.38949896637319,14690.6922360685,1.000326894294
"loglike[2,1167]",3.30731014591599,0.0399419688138535,3.22651505148288,3.30827733200816,3.38387320808288,14769.3716712944,1.00032146667891
"loglike[2,1168]",2.32413490106916,0.0680831284628277,2.18153996976488,2.32717613172898,2.44800662598819,24521.4817118823,1.00005953923501
"loglike[2,1169]",1.06831164551744,0.182972333607101,0.691432580174918,1.07322719958718,1.40921494529034,15462.5620630902,1.00030029448006
"loglike[2,1170]",3.0951901364078,0.0353227237554279,3.0258748990206,3.09536872564111,3.16390032821474,21024.4859137073,1.00005166013703
"loglike[2,1171]",3.27499414677328,0.038908998410437,3.19677518439388,3.27586133599838,3.35010743193409,15298.5347851881,1.00028620451911
"loglike[2,1172]",2.33901865750789,0.0670561964515278,2.19908499534898,2.34201516677071,2.46096175274549,24767.6803587055,1.00005400084828
"loglike[2,1173]",2.60282189689828,0.050226015409957,2.49943818341647,2.60459099107498,2.69516771060551,30786.4663688887,0.999939601150594
"loglike[2,1174]",3.39489574008224,0.0417798640808879,3.31067390276747,3.39588830977659,3.47418023704458,14151.2319845455,1.00040142150477
"loglike[2,1175]",3.28872528392782,0.0393390550160966,3.20951300258172,3.28968554660602,3.3643364241766,15060.8138838777,1.00030158356088
"loglike[2,1176]",3.39542182848491,0.0418409361943905,3.31101630154665,3.39642035808807,3.47477101071025,14135.4790149315,1.00040183673429
"loglike[2,1177]",-0.820723610914796,0.344798933226755,-1.52656925028008,-0.812164862111029,-0.170637991860157,14697.7799655163,1.0003484568443
"loglike[2,1178]",0.526397540805704,0.229332651004495,0.0576506735978942,0.532525790190944,0.958061988983963,15110.5997133576,1.00032146473093
"loglike[2,1179]",3.39332030371754,0.0425321701509376,3.3070214233586,3.39457215098522,3.47422165741747,13944.8448921503,1.00039984653936
"loglike[2,1180]",3.34345874452565,0.0411520300359471,3.26022075867691,3.34434321135945,3.42214683712944,14293.3725006584,1.00035702470847
"loglike[2,1181]",2.33373846726938,0.0766783112903399,2.17222008684575,2.33700979176563,2.47266869674953,18937.9296199073,1.00014315060066
"loglike[2,1182]",2.83401353394125,0.0406072374050293,2.7499217111056,2.83560974488919,2.90945056450296,30068.7236458363,0.99991780956935
"loglike[2,1183]",3.27733192063229,0.0389811591117225,3.19886297396906,3.27825163886505,3.35245603333558,15256.4993776017,1.00028886342669
"loglike[2,1184]",3.28335738126838,0.0351232920799055,3.2139055010545,3.28372812168463,3.35141874309956,17149.4853764535,1.00027369930357
"loglike[2,1185]",2.79916905740801,0.0405535623081027,2.71692776351291,2.79988609190027,2.87576026679005,34398.8385481668,0.999870947243491
"loglike[2,1186]",3.35379978418255,0.041495396930389,3.26983840080374,3.35482559129888,3.43300842772249,14185.251703221,1.00036645383319
"loglike[2,1187]",1.9811313250303,0.105619551527325,1.76122852575102,1.98510661474376,2.17473908441186,17026.8620523034,1.0002192330829
"loglike[2,1188]",3.04777117391374,0.0321447629999349,2.9847820613591,3.04799791673495,3.11050211002749,31976.3985961267,0.999925069362262
"loglike[2,1189]",3.37697749970367,0.0422112711270372,3.29158622640064,3.37815963717932,3.45716565153117,13996.1228758926,1.00038647700178
"loglike[2,1190]",3.32319794293041,0.0404710129590282,3.24135484134098,3.32403069602908,3.40071689251398,14541.536327809,1.00033760039927
"loglike[2,1191]",1.5065215113831,0.145635832408645,1.20421131410413,1.51098834665456,1.77556866906252,15949.3604340266,1.00027262328412
"loglike[2,1192]",3.04726146065243,0.0321539746838198,2.984302992599,3.04750157520371,3.11001940779191,32004.8620120732,0.999924640210639
"loglike[2,1193]",3.39660845457434,0.0419955406509913,3.31163859306583,3.39763248756237,3.47624319486872,14095.9120181699,1.00040275687276
"loglike[2,1194]",3.39596549945874,0.0425098408840626,3.30963975270495,3.39707975302471,3.47659151651111,13961.2400504233,1.00040200130483
"loglike[2,1195]",2.95553922764413,0.036041868714375,2.88436514262357,2.95572305082617,3.02566541067361,28918.2068077391,0.999907719329801
"loglike[2,1196]",3.11516738068175,0.0315081937658826,3.05395308893461,3.11523565867023,3.1769193313309,27255.3801618476,1.00000222222495
"loglike[2,1197]",3.32525103968313,0.0405399450892541,3.24330588879999,3.32606661996994,3.40298206337636,14514.237314748,1.00033962710552
"loglike[2,1198]",3.32836445379402,0.0406446138338775,3.24622436144307,3.32918083067198,3.40615119486052,14473.7653624649,1.00034267520946
"loglike[2,1199]",2.96144561145318,0.0359443636629347,2.89045632281717,2.96164480432653,3.03150488185363,28575.4065515407,0.999911766726819
"loglike[2,1200]",3.28914902330653,0.0393525536089333,3.20990318947908,3.29008051126168,3.36482673699707,15053.82420364,1.0003020489372
"loglike[2,1201]",3.31047510189782,0.0363689057298007,3.23806231969118,3.31102531353278,3.38092041686624,16238.1803105595,1.00031134321343
"loglike[2,1202]",3.30733741243651,0.0399428678875097,3.22654212541217,3.30830737793499,3.38390160894711,14768.9551624193,1.00032149505142
"loglike[2,1203]",3.37515379823125,0.0421602922721992,3.28989983598733,3.37626241208942,3.45524610935556,14007.7023175022,1.0003849529668
"loglike[2,1204]",2.95301223362477,0.0348706851534114,2.88301825082937,2.95359810232372,3.01978020746073,34077.3743446959,0.999885528430344
"loglike[2,1205]",3.37360614015628,0.0400366302494578,3.2932581871672,3.37438093092404,3.4497854131888,14642.3047365714,1.00038278213114
"loglike[2,1206]",3.0543841671869,0.0320310413858641,2.99163237384964,3.05456319999586,3.11700289420966,31593.2586228105,0.999930858524558
"loglike[2,1207]",3.13611407806146,0.0315536799665867,3.07465480666804,3.1361317504438,3.19833190419044,25638.2871736161,1.00003327865548
"loglike[2,1208]",3.34398305701975,0.0381619938080182,3.26787802618146,3.34485256695248,3.41717322627091,15316.5082225181,1.0003521732399
"loglike[2,1209]",2.58003437015801,0.0575759436073112,2.45876479229246,2.58284115049747,2.68528925086981,22108.4415802902,1.0000507819878
"loglike[2,1210]",3.39145500797852,0.0414315554830367,3.30791533743656,3.39241120126938,3.46991026120041,14242.8121416847,1.00039863212794
"loglike[2,1211]",3.39761661696734,0.0424147615828139,3.31157875012066,3.39875890678685,3.47807943837232,13988.9332793678,1.00040338703037
"loglike[2,1212]",2.69395727510816,0.0494348662185262,2.59042166602181,2.69613620553464,2.78441620556446,24850.1521286094,0.999992883477865
"loglike[2,1213]",1.32145717845704,0.16137725189665,0.9882310149364,1.32620043251001,1.6207426334228,15708.9167813496,1.00028595880602
"loglike[2,1214]",3.30525411462061,0.0398742815859263,3.22458221392413,3.30620207860873,3.38173157220208,14801.0352907677,1.0003193204818
"loglike[2,1215]",3.11438649786222,0.0354822236662864,3.04490522957472,3.11464714495151,3.18345490303191,20139.1845533107,1.00007709128791
"loglike[2,1216]",3.39688869389708,0.0424760171471727,3.31082822964614,3.39803023250796,3.47749529111855,13972.47734929,1.00040276589745
"loglike[2,1217]",2.64263468461631,0.048001598630064,2.54375005501989,2.64433336269357,2.73116910574543,31874.0312172895,0.999921649111193
"loglike[2,1218]",2.45524262305616,0.0592773404474664,2.33138216023581,2.45782214455935,2.56315417901766,27031.9688793433,1.00000679299489
"loglike[2,1219]",3.24323093732611,0.0336055416255705,3.17726777713192,3.24339331703286,3.30870092715858,18836.2196276729,1.00021152629797
"loglike[2,1220]",2.97144023817782,0.0357925680954474,2.90078727328482,2.97153155202045,3.04152001824182,27987.1753222833,0.999919084663766
